ID;Matvare;Kilojoule;Kilokalorier;Fett;Omega-3;Kolesterol;Karbohydrat;Sukker, tilsatt;Kostfiber;Protein;Salt;Jern
554;Brisling, i tomat, hermetisk;845;203;14,7;3,34;93;2,7;2,7;0;15;0,7;1,5
555;Fiskeboller, avrent, hermetisk;255;60;0,6;0,03;34;6,6;0;0;7,1;1,1;0,1
556;Fiskeboller, kj�levare;289;68;0,9;0,03;24;5,5;0;0,1;9,5;1,4;0,1
557;Fiskefarse, mager fisk, r�;261;62;0,9;0,04;24;4,1;0;0;9,3;1,5;0,1
558;Fiskekaker, Coop;516;123;5,3;0,57;32;6,7;0;0,5;11,9;2,1;0,2
559;Fiskekaker, Fiskemannen;403;96;3,5;0,44;30;4,8;0;0,5;11,1;1,3;0,2
560;Fiskekaker, Godehav;462;110;3,6;0,63;35;6,8;0;0,6;12,3;1,6;0,2
561;Fiskekaker, kj�pt;461;110;4,2;0,5;35;5,9;0;0,5;11,8;1,5;0,2
562;Fiskekaker, Lofoten;462;110;4,4;0,37;44;5,5;0;0,5;11,9;1,1;0,1
563;Fiskekarbonader, Berggren;488;116;4,8;0,58;30;6,6;0;1,2;11,1;1,7;0,3
564;Fiskekarbonader, Fiskemannen;377;89;2,5;0,42;42;4,2;0;0,5;12,3;1,1;0,2
565;Fiskekarbonader, Godehav;484;115;3,8;0,61;30;8,6;0;0,8;11,2;1,6;0,1
566;Fiskekarbonader, kj�pt;450;107;3,7;0,54;34;6,5;0;0,8;11,5;1,4;0,2
567;Fiskekarbonader, laks;997;240;17,9;3,17;70;2,4;0;0;17,3;0,8;0,3
568;Fiskekarbonader, mager fisk;624;150;9,4;0,41;28;5,9;0;0,1;10,3;1,4;0,1
569;Fiskekarbonader, makrell;941;226;17,2;3,36;65;2,4;0;0;15,5;0,8;0,7
570;Fiskekarbonader, sei;623;149;9,4;0,41;28;5,8;0;0,2;10,3;1,4;0,1
571;Fiskekarbonader, sild;1050;253;20,8;3,59;60;2,4;0;0;14,1;0,9;0,8
572;Fiskepat�, laks;960;231;16,9;2,34;125;4,2;0;0;15,5;1,4;0,5
573;Fiskepat�, mager fisk;611;146;7,6;0,24;113;4,2;0;0;15,2;1,4;0,5
574;Fiskepinner, Findus;756;180;7,9;0,66;33;15,5;0;1,4;11,1;0,6;0,4
575;Fiskepudding;303;72;1;0,03;19;7,5;0;0,1;8,1;1;0,1
576;Fiskepudding, fl�tepudding;429;102;4,6;0,05;29;7,2;0;0,1;8;1,5;0,1
577;Gaffelbiter, sild, hermetisk;1000;240;16;3,72;80;8;8;0;16;7,1;0,7
578;Kaviar, av lodderogn;457;109;5,5;2,24;300;0;0;0;14,9;5,4;0,5
579;Kaviar, av torskerogn;1812;438;39;3,3;101;13,7;12;0;8;5,5;0,1
580;Kaviar, polarkaviar;1960;474;43;5;101;13,7;9;0;8;4,3;0,1
581;Kaviarmix;1684;408;39;4,4;97;9,2;M;0;5;4,1;0,3
582;Kryddersild, innlagt, avrent;938;224;10,6;1,55;15;24,5;22;0;7,6;3,7;0,4
583;Laksep�legg, 70 % laks, i beger, Stabbur-Laks;887;213;16,3;3,26;67;0;0;0;16,7;0,1;0,3
584;Makrellfilet, i tomat, 50 % makrell, i beger;737;177;11,9;2,86;40;6,7;2;2,3;9,7;1,2;1,6
585;Makrellfilet, i tomat, 60 % makrell, hermetisk;1001;241;19,4;4,63;45;3,9;0,9;1,8;11,9;1;1,3
586;Makrellfilet, i tomat, 70 % makrell, hermetisk;1049;253;20,5;4,91;54;3;0,7;1,5;13,4;1;1,2
587;Rogn, torsk, presset, hermetisk;531;125;1,9;0,61;330;0;0;0;27,1;0,3;1
588;Rognleverpostei, Svolv�r-/Lofotpostei;1686;408;38,6;8,75;228;2,1;0,8;1,6;12,4;1,8;0,7
589;Seilaks, i olje, avrent;663;159;11,4;0,71;42;0;0;0;14,2;2,9;0,1
590;Sild, marinert, i majones/r�mme;1283;309;22,6;2;32;20,8;18,3;0;5,5;2,6;0,4
591;Sild, marinert, sennepssild;1044;250;13,6;2,22;10;25,5;23;0,4;6,1;2,8;0,7
592;Sild, sursild, innlagt, avrent;757;180;7;1,4;41;21,5;10;0,4;7,6;3;0,7
593;Surimi, LobNobs;388;91;0,5;0,13;M;11,3;M;0;10,4;2;0,1
594;Tunfisk, i gele, hermetisk;296;70;0,4;0,07;30;0;0;0;16,5;1;1,2
595;Tunfisk, i olje, avrent, hermetisk;1078;259;18,9;0,3;38;0;0;0;22,3;0,1;2,1
596;Tunfisk, i olje, ikke avrent, hermetisk;878;211;13,5;0,43;45;0;0;0;22,2;0,8;1
597;Tunfisk, i vann, avrent, hermetisk;447;105;1;0,22;56;0;0;0;24,1;1;1,3
598;Akkar, innbakt, forfritert, fryst;887;212;10,1;0,9;145;18,6;0;0,9;11,2;0,2;0,7
599;Fiskeburger, panert, med br�d, ost, saus, kj�pt;1015;242;11,3;2,14;22;24,2;1,5;2,8;9,6;1,2;0,4
600;Fiskegrateng, Coop X-tra Fiskegrateng;490;117;4,6;0,46;25;11,2;0;0,7;7,3;0,8;0,2
601;Fiskegrateng, Enghav Fiskegrateng med makaroni;493;118;4,8;0,47;25;11;0;0,7;7,2;0,8;0,2
602;Fiskegrateng, Findus Familiens fiskegrateng;566;135;4,7;0,44;52;14,5;M;1,2;8;0,8;0,5
603;Fiskegrateng, First Price Fiskegrateng med makaroni;458;109;4,4;0,47;25;9,6;M;0,6;7,5;0,7;0,2
604;Fiskegrateng, kj�pt;502;119;4,6;0,46;32;11,6;M;0,8;7,5;0,8;0,3
605;Fiskegrateng, med egg og makaroni, ovnsstekt;668;160;9,3;0,35;128;7,6;0;0,3;11,3;0,7;0,7
606;Fiskegrateng, med egg, ovnsstekt;650;156;9,2;0,39;137;4,4;0;0,1;13,8;0,6;0,7
607;Fiskegrateng, med egg, ovnsstekt, kj�pt;483;115;3,9;0,36;74;10,3;0;0;9,6;1,1;0,3
608;Fiskegryte, med sei, l�k og paprikasaus;411;98;2,9;0,16;36;5;0;0,6;12,6;0,5;0,2
609;Fiskegryte, med torsk og tomat;348;83;2,5;0,24;40;1,8;0;0,7;12,9;1;0,5
610;Fiskepinner, forfritert, stekt i fett;1009;241;11,4;0,8;43;19,6;0;0,7;14,6;0,7;0,5
611;Fiskepinner, forfritert, stekt i hard margarin;810;194;9,6;0,71;32;15,2;0;1,4;10,8;0,6;0,4
612;Fiskepinner, forfritert, stekt i matolje;828;198;10,1;0,75;32;15,2;0;1,4;10,8;0,6;0,4
613;Fiskepinner, forfritert, stekt i myk margarin;815;195;9,8;0,74;32;15,2;0;1,4;10,8;0,6;0,4
614;Fiskepinner, forfritert, stekt i sm�r;1007;240;11,3;0,74;47;19,6;0;0,7;14,7;0,7;0,5
615;Fiskesuppe, med laks, fryst;273;65;4,3;0,89;0;2,1;0,1;0;4,6;1;0,1
616;Fiskesuppe, med mager fisk;188;45;1,8;0,1;17;1;0;0,5;5,9;0,4;0,1
617;Fiskesuppe, med mager fisk, fryst;517;124;6,3;0,28;18;8,6;0;0,5;7,9;2;0,3
618;Fiskesuppe, med mager fisk, jevnet;200;48;1,7;0,07;29;2,2;0;0,6;5,6;0,3;0,2
619;Kabaret, med fiskepudding og reker;199;47;1;0,05;30;1,9;0;0,5;7,4;0,7;0,2
620;Reker, innbakt, forfritert, fryst;945;225;10;0,07;110;18,6;0;0,9;14,8;0,8;0,5
621;Reker, innbakt, forfritert, stekt i soyaolje;1215;291;17,7;0,39;107;18,1;0;0,9;14,4;0,7;0,5
622;Sashimi, kveite;474;113;4,3;0,74;65;0;0;0;18,5;0,1;0,2
623;Sashimi, laks;932;224;16;3,76;80;0;0;0;20;0,1;0,3
624;Sashimi, tunfisk;445;105;1;0,29;41;0;0;0;24;0,1;2,3
625;Sildesalat, med potet;322;77;2,6;0,56;10;9,4;2,3;1,5;3,2;0,7;0,5
626;Sushi, maki, california;402;95;0,4;0,01;1;20;0;0,2;2,7;0,2;0,1
627;Sushi, maki, kveite;489;116;2,4;0,16;10;18,1;0;0,6;5,1;0,4;0,2
628;Sushi, maki, laks;563;134;4,3;0,6;13;18,1;0;0,6;5,3;0,4;0,2
629;Sushi, maki, scampi;474;112;1,9;0,06;24;17,7;0;0,5;5,8;0,4;0,2
630;Sushi, maki, tempura;553;131;3,3;0,04;18;20,7;0;0,6;4,4;0,3;0,3
631;Sushi, maki, tunfisk;485;115;1,9;0,07;6;18,1;0;0,6;5,9;0,4;0,5
632;Sushi, nigiri, kamskjell;434;102;0,5;0,1;38;17,3;0;0,1;7,1;0;0,2
633;Sushi, nigiri, kveite;482;114;1,4;0,28;20;17,8;0;0,1;7,3;0,3;0,1
634;Sushi, nigiri, laks;620;147;5;1,12;24;17,8;0;0,1;7,8;0,3;0,2
635;Sushi, nigiri, scampi;459;108;0,4;0,07;45;17,3;0;0,1;8,8;0,4;0,1
636;Sushi, nigiri, tunfisk;474;112;0,5;0,09;12;17,8;0;0,1;9;0,3;0,7
637;Akkar, innbakt, forfritert, stekt i soyaolje;1159;278;17,8;1,2;141;18,1;0;0,9;10,9;0,2;0,7
638;Akkar, tiarmet blekksprut, kokt;635;150;3,3;1,19;441;0;0;0;30,2;0,5;1
639;Akkar, tiarmet blekksprut, r�;325;77;1,7;0,61;225;0;0;0;15,4;0,3;0,5
640;Bl�skjell, avrent, hermetisk;435;103;3,3;0,78;31;0;0;0;18,5;0,7;4,2
641;Bl�skjell, r�;229;54;1,4;0,5;38;0;0;0;10,4;1,4;7,7
642;Hummer, kokt;280;66;0,6;0,2;93;0;0;0;15,2;1,7;0,7
643;Kamskjell, kokt;432;102;1,4;0,4;158;0;0;0;22,4;0,2;0,8
